张敖,2200,汉,13000000003
刘弘,2200,汉,13000000003
吕媭,2200,汉,13000000003
郑玄,2200,汉,13000000003
王梁,2200,汉,13000000003
吴汉,2200,汉,13000000003
戴德,2200,汉,13000000003
钩弋夫人,2200,汉,13000000003
吕禄,2200,汉,13000000003
诸葛丰,2200,汉,13000000003
曹参,2200,汉,13000000003
汉宣帝,2200,汉,13000000003
申屠嘉,2200,汉,13000000003
彭越,2200,汉,13000000003
汉桓帝,2200,汉,13000000003
卓文君,2200,汉,13000000003
司马相如,2200,汉,13000000003
岑彭,2200,汉,13000000003
冯异,2200,汉,13000000003
臧宫,2200,汉,13000000003
刘如意,2200,汉,13000000003
靳歙,2200,汉,13000000003
杜延年,2200,汉,13000000003
刘襄,2200,汉,13000000003
汉和帝,2200,汉,13000000003
汉殇帝,2200,汉,13000000003
郦商,2200,汉,13000000003
祭遵,2200,汉,13000000003
桓荣,2200,汉,13000000003
许负,2200,汉,13000000003
王莽,2200,汉,13000000003
耿弇,2200,汉,13000000003
杜周,2200,汉,13000000003
坚镡,2200,汉,13000000003
刘仲,2200,汉,13000000003
桑弘羊,2200,汉,13000000003
姜诗,2200,汉,13000000003
霍光,2200,汉,13000000003
邓禹,2200,汉,13000000003
刘玄,2200,汉,13000000003
刘秀,2200,汉,13000000003
刘彻,2200,汉,13000000003
刘肥,2200,汉,13000000003
诸葛珪,2200,汉,13000000003
朱祐,2200,汉,13000000003
周勃,2200,汉,13000000003
汉顺帝,2200,汉,13000000003
汉成帝,2200,汉,13000000003
萧何,2200,汉,13000000003
曹腾,2200,汉,13000000003
赵飞燕,2200,汉,13000000003
吕产,2200,汉,13000000003
何进,2200,汉,13000000003
赵忠,2200,汉,13000000003
皇甫嵩,2200,汉,13000000003
汉元帝,2200,汉,13000000003
丙吉,2200,汉,13000000003
汉安帝,2200,汉,13000000003
樊哙,2200,汉,13000000003
上官桀,2200,汉,13000000003
牛辅,2200,汉,13000000003
刘弗陵,2200,汉,13000000003
汉废帝,2200,汉,13000000003
公孙贺,2200,汉,13000000003
张让,2200,汉,13000000003
汉冲帝,2200,汉,13000000003
张济,2200,汉,13000000003
陆贾,2200,汉,13000000003
曹嵩,2200,汉,13000000003
陈登,2200,汉,13000000003
刘泽,2200,汉,13000000003
刘兰芝,2200,汉,13000000003
焦仲卿,2200,汉,13000000003
寇恂,2200,汉,13000000003
陈球,2200,汉,13000000003
公孙述,2200,汉,13000000003
汉质帝,2200,汉,13000000003
陈珪,2200,汉,13000000003
韩增,2200,汉,13000000003
阴丽华,2200,汉,13000000003
郭圣通,2200,汉,13000000003
梁冀,2200,汉,13000000003
陈阿娇,2200,汉,13000000003
蔡邕,2200,汉,13000000003
苏武,2200,汉,13000000003
窦融,2200,汉,13000000003
夏侯婴,2200,汉,13000000003
萧望之,2200,汉,13000000003
灌婴,2200,汉,13000000003
班勇,2200,汉,13000000003
魏相,2200,汉,13000000003
刘歆,2200,汉,13000000003
刘德,2200,汉,13000000003
隗嚣,2200,汉,13000000003
张安世,2200,汉,13000000003
卓茂,2200,汉,13000000003
曹襄,2200,汉,13000000003
窦宪,2200,汉,13000000003
赵充国,2200,汉,13000000003
来歙,2200,汉,13000000003
梁丘贺,2200,汉,13000000003
分割,1000,分割,12300000000
李四,21,北京,13912345678
王维,24,上海,13112345678
张三,35,上海,13912345679
赵云,30,深圳,13212345672
宋江,40,北京,13312345673
诸葛,50,上海,13012345678
孙悟空,20,上海,13812345678
高俅,42,深圳,13312345673
周瑜,50,上海,13012345678
李信,3000,春秋,13000000001
嬴芾,3000,春秋,13000000001
秦孝文王,3000,春秋,13000000001
庞煖,3000,春秋,13000000001
麃公,3000,春秋,13000000001
廉颇,3000,春秋,13000000001
楚平王,3000,春秋,13000000001
齐宣王,3000,春秋,13000000001
桓齮,3000,春秋,13000000001
邹忌,3000,春秋,13000000001
李牧,3000,春秋,13000000001
田忌,3000,春秋,13000000001
王翦,3000,春秋,13000000001
闵损,3000,春秋,13000000001
孙膑,3000,春秋,13000000001
白起,3000,春秋,13000000001
嬴悝,3000,春秋,13000000001
秦武王,3000,春秋,13000000001
鬼谷子,3000,春秋,13000000001
田婴,3000,春秋,13000000001
华阳夫人,3000,春秋,13000000001
屈原,3000,春秋,13000000001
蒙骜,3000,春秋,13000000001
缪贤,3000,春秋,13000000001
宋微子,3000,春秋,13000000001
孟子,3000,春秋,13000000001
郑袖,3000,春秋,13000000001
翟璜,3000,春秋,13000000001
扁鹊,3000,春秋,13000000001
邹衍,3000,春秋,13000000001
秦庄襄王,3000,春秋,13000000001
齐威王,3000,春秋,13000000001
魏安釐王,3000,春秋,13000000001
宣太后,3000,春秋,13000000001
楚惠王,3000,春秋,13000000001
郭开,3000,春秋,13000000001
赵括,3000,春秋,13000000001
老子,3000,春秋,13000000001
秦惠文王,3000,春秋,13000000001
介子推,3000,春秋,13000000001
西施,3000,春秋,13000000001
庞涓,3000,春秋,13000000001
仲由,3000,春秋,13000000001
魏无忌,3000,春秋,13000000001
黄歇,3000,春秋,13000000001
芈戎,3000,春秋,13000000001
范雎,3000,春秋,13000000001
蒙武,3000,春秋,13000000001
骊姬,3000,春秋,13000000001
老莱子,3000,春秋,13000000001
郯子,3000,春秋,13000000001
秦襄公,3000,春秋,13000000001
秦简公,3000,春秋,13000000001
秦穆公,3000,春秋,13000000001
管仲,3000,春秋,13000000001
赢华,3000,春秋,13000000001
赵奢,3000,春秋,13000000001
秦昭襄王,3000,春秋,13000000001
左丘明,3000,春秋,13000000001
狐偃,3000,春秋,13000000001
秦哀公,3000,春秋,13000000001
易牙,3000,春秋,13000000001
文姜,3000,春秋,13000000001
赵衰,3000,春秋,13000000001
蔺相如,3000,春秋,13000000001
宋微仲,3000,春秋,13000000001
司马尚,3000,春秋,13000000001
甘罗,3000,春秋,13000000001
靳尚,3000,春秋,13000000001
公叔痤,3000,春秋,13000000001
曾参,3000,春秋,13000000001
赵胜,3000,春秋,13000000001
孔子,3000,春秋,13000000001
楚王负刍,3000,春秋,13000000001
鲍叔牙,3000,春秋,13000000001
魏昭王,3000,春秋,13000000001
宋襄公,3000,春秋,13000000001
西门豹,3000,春秋,13000000001
鲁仲连,3000,春秋,13000000001
魏襄王,3000,春秋,13000000001
张仪,3000,春秋,13000000001
秦厉共公,3000,春秋,13000000001
龙阳君,3000,春秋,13000000001
孙武,3000,春秋,13000000001
齐桓公,3000,春秋,13000000001
樊长使,3000,春秋,13000000001
李悝,3000,春秋,13000000001
韩厥,3000,春秋,13000000001
项燕,3000,春秋,13000000001
晋文公,3000,春秋,13000000001
商鞅,3000,春秋,13000000001
秦康公,3000,春秋,13000000001
伍子胥,3000,春秋,13000000001
昌平君,3000,春秋,13000000001
赵悼襄王,3000,春秋,13000000001
淳于髡,3000,春秋,13000000001
伍奢,3000,春秋,13000000001
苏秦,3000,春秋,13000000001
秦舞阳,3000,春秋,13000000001
吴起,3000,春秋,13000000001
魏景湣王,3000,春秋,13000000001
勾践,3000,春秋,13000000001
秦夷公,3000,春秋,13000000001
郭隗,3000,春秋,13000000001
秦灵公,3000,春秋,13000000001
秦惠公,3000,春秋,13000000001
秦文公,3000,春秋,13000000001
秦怀公,3000,春秋,13000000001
竖刁,3000,春秋,13000000001
韩非子,3000,春秋,13000000001
秦桓公,3000,春秋,13000000001
秦孝公,3000,春秋,13000000001
宋玉,3000,春秋,13000000001
楚考烈王,3000,春秋,13000000001
宋公稽,3000,春秋,13000000001
秦景公,3000,春秋,13000000001
燕太子丹,3000,春秋,13000000001
樗里疾,3000,春秋,13000000001
公仪休,3000,春秋,13000000001
毛遂,3000,春秋,13000000001
陈轸,3000,春秋,13000000001
宋丁公,3000,春秋,13000000001
剧辛,3000,春秋,13000000001
魏冉,3000,春秋,13000000001
茅焦,3000,春秋,13000000001
晋献公,3000,春秋,13000000001
鲁班,3000,春秋,13000000001
阖闾,3000,春秋,13000000001
秦献公,3000,春秋,13000000001
魏惠王,3000,春秋,13000000001
公孙无知,3000,春秋,13000000001
秦宣公,3000,春秋,13000000001
乐羊,3000,春秋,13000000001
墨子,3000,春秋,13000000001
鲁桓公,3000,春秋,13000000001
晏弱,3000,春秋,13000000001
燕昭王,3000,春秋,13000000001
乐舒,3000,春秋,13000000001
魏武侯,3000,春秋,13000000001
齐襄公,3000,春秋,13000000001
魏文侯,3000,春秋,13000000001
楚庄王,3000,春秋,13000000001
甘茂,3000,春秋,13000000001
公孙龙,3000,春秋,13000000001
齐景公,3000,春秋,13000000001
申包胥,3000,春秋,13000000001
秦武公,3000,春秋,13000000001
秦悼公,3000,春秋,13000000001
秦宪公,3000,春秋,13000000001
荆轲,3000,春秋,13000000001
秦共公,3000,春秋,13000000001
乐毅,3000,春秋,13000000001
秦德公,3000,春秋,13000000001
苏厉,3000,春秋,13000000001
楚幽王,3000,春秋,13000000001
钟子期,3000,春秋,13000000001
秦出子,3000,春秋,13000000001
田穰苴,3000,春秋,13000000001
田文,3000,春秋,13000000001
俞伯牙,3000,春秋,13000000001
石申,3000,春秋,13000000001
齐灵公,3000,春秋,13000000001
晏婴,3000,春秋,13000000001
荀子,3000,春秋,13000000001
公孙杵臼,3000,春秋,13000000001
秦成公,3000,春秋,13000000001
先轸,3000,春秋,13000000001
石作蜀,3000,春秋,13000000001
楚哀王,3000,春秋,13000000001
秦出公,3000,春秋,13000000001
秦躁公,3000,春秋,13000000001
齐顷公,3000,春秋,13000000001
晋鄙,3000,春秋,13000000001
苏代,3000,春秋,13000000001
扶苏,2500,大秦,13000000002
嫪毐,2500,大秦,13000000002
赵姬,2500,大秦,13000000002
王绾,2500,大秦,13000000002
李由,2500,大秦,13000000002
董翳,2500,大秦,13000000002
龙且,2500,大秦,13000000002
蒙毅,2500,大秦,13000000002
公子高,2500,大秦,13000000002
钟离昧,2500,大秦,13000000002
吕不韦,2500,大秦,13000000002
秦始皇,2500,大秦,13000000002
樊於期,2500,大秦,13000000002
冯劫,2500,大秦,13000000002
淳于越,2500,大秦,13000000002
姚贾,2500,大秦,13000000002
司马欣,2500,大秦,13000000002
李斯,2500,大秦,13000000002
冯去疾,2500,大秦,13000000002
内史腾,2500,大秦,13000000002
赵高,2500,大秦,13000000002
项梁,2500,大秦,13000000002
陈胜,2500,大秦,13000000002
季布,2500,大秦,13000000002
栎阳公主,2500,大秦,13000000002
蒙恬,2500,大秦,13000000002
项羽,2500,大秦,13000000002
李左车,2500,大秦,13000000002
吴广,2500,大秦,13000000002
臧荼,2500,大秦,13000000002
王龁,2500,大秦,13000000002
侯生,2500,大秦,13000000002
秦二世,2500,大秦,13000000002
张耳,2500,大秦,13000000002
范增,2500,大秦,13000000002
将闾,2500,大秦,13000000002
蒲将军,2500,大秦,13000000002
王离,2500,大秦,13000000002
秦三世,2500,大秦,13000000002
王贲,2500,大秦,13000000002
章邯,2500,大秦,13000000002
徐福,2500,大秦,13000000002
葛婴,2500,大秦,13000000002
桓楚,2500,大秦,13000000002
虞姬,2500,大秦,13000000002
蔡赐,2500,大秦,13000000002
巴寡妇清,2500,大秦,13000000002
甘龙,2500,大秦,13000000002
韩广,2500,大秦,13000000002
英布,2500,大秦,13000000002
丁固,2500,大秦,13000000002
项伯,2500,大秦,13000000002
黄石公,2500,大秦,13000000002
尉缭子,2500,大秦,13000000002
杜挚,2500,大秦,13000000002
陈馀,2500,大秦,13000000002
项庄,2500,大秦,13000000002
黄香温席,2200,汉,13000000003
郭解,2200,汉,13000000003
赵合德,2200,汉,13000000003
汉哀帝,2200,汉,13000000003
柴武,2200,汉,13000000003
许慎,2200,汉,13000000003
郭巨,2200,汉,13000000003
薄姬,2200,汉,13000000003
卢绾,2200,汉,13000000003
耿纯,2200,汉,13000000003
张仲景,2200,汉,13000000003
马武,2200,汉,13000000003
贾复,2200,汉,13000000003
李忠,2200,汉,13000000003
卫伉,2200,汉,13000000003
纪信,2200,汉,13000000003
杜茂,2200,汉,13000000003
张道陵,2200,汉,13000000003
汉平帝,2200,汉,13000000003
王裒,2200,汉,13000000003
薛欧,2200,汉,13000000003
丁兰,2200,汉,13000000003
陈豨,2200,汉,13000000003
薄昭,2200,汉,13000000003
王陵,2200,汉,13000000003
盖延,2200,汉,13000000003
卢植,2200,汉,13000000003
李广,2200,汉,13000000003
汉惠帝,2200,汉,13000000003
蔡文姬,2200,汉,13000000003
袁盎,2200,汉,13000000003
张衡,2200,汉,13000000003
李广利,2200,汉,13000000003
董承,2200,汉,13000000003
马日磾,2200,汉,13000000003
雍齿,2200,汉,13000000003
蔡顺,2200,汉,13000000003
周昌,2200,汉,13000000003
卫青,2200,汉,13000000003
万脩,2200,汉,13000000003
审食其,2200,汉,13000000003
李陵,2200,汉,13000000003
班昭,2200,汉,13000000003
晁错,2200,汉,13000000003
王霸,2200,汉,13000000003
景丹,2200,汉,13000000003
马融,2200,汉,13000000003
张良,2200,汉,13000000003
董永,2200,汉,13000000003
苏建,2200,汉,13000000003
华佗,2200,汉,13000000003
韩信,2200,汉,13000000003
马援,2200,汉,13000000003
霍去病,2200,汉,13000000003
刘虞,2200,汉,13000000003
王吸,2200,汉,13000000003
班超,2200,汉,13000000003
周苛,2200,汉,13000000003
张苍,2200,汉,13000000003
汉献帝,2200,汉,13000000003
邳彤,2200,汉,13000000003
吴景,2200,汉,13000000003
傅俊,2200,汉,13000000003
陈俊,2200,汉,13000000003
董仲舒,2200,汉,13000000003
赵破奴,2200,汉,13000000003
王子服,2200,汉,13000000003
司马迁,2200,汉,13000000003
刘濞,2200,汉,13000000003
刘邦,2200,汉,13000000003
江革,2200,汉,13000000003
扬雄,2200,汉,13000000003
王昭君,2200,汉,13000000003
窦漪房,2200,汉,13000000003
刘太公,2200,汉,13000000003
公孙弘,2200,汉,13000000003
刘揖,2200,汉,13000000003
贾谊,2200,汉,13000000003
邓通,2200,汉,13000000003
公孙敖,2200,汉,13000000003
汉文帝,2200,汉,13000000003
汉章帝,2200,汉,13000000003
任光,2200,汉,13000000003
班固,2200,汉,13000000003
刘植,2200,汉,13000000003
戚夫人,2200,汉,13000000003
刘隆,2200,汉,13000000003
董贤,2200,汉,13000000003
马成,2200,汉,13000000003
汉灵帝,2200,汉,13000000003
汉明帝,2200,汉,13000000003
吕雉,2200,汉,13000000003
馆陶公主,2200,汉,13000000003
朱鲔,2200,汉,13000000003
陈平,2200,汉,13000000003
傅宽,2200,汉,13000000003
蒯通,2200,汉,13000000003
铫期,2200,汉,13000000003
周亚夫,2200,汉,13000000003
汉景帝,2200,汉,13000000003
刘章,2200,汉,13000000003
金日磾,2200,汉,13000000003
李肃,2200,汉,13000000003
高干,2200,汉,13000000003
刘恭,2200,汉,13000000003
张敖,2200,汉,13000000003
刘弘,2200,汉,13000000003
吕媭,2200,汉,13000000003
郑玄,2200,汉,13000000003
王梁,2200,汉,13000000003
吴汉,2200,汉,13000000003
戴德,2200,汉,13000000003
钩弋夫人,2200,汉,13000000003
吕禄,2200,汉,13000000003
诸葛丰,2200,汉,13000000003
曹参,2200,汉,13000000003
汉宣帝,2200,汉,13000000003
申屠嘉,2200,汉,13000000003
彭越,2200,汉,13000000003
汉桓帝,2200,汉,13000000003
卓文君,2200,汉,13000000003
司马相如,2200,汉,13000000003
岑彭,2200,汉,13000000003
冯异,2200,汉,13000000003
臧宫,2200,汉,13000000003
刘如意,2200,汉,13000000003
靳歙,2200,汉,13000000003
杜延年,2200,汉,13000000003
刘襄,2200,汉,13000000003
汉和帝,2200,汉,13000000003
汉殇帝,2200,汉,13000000003
郦商,2200,汉,13000000003
祭遵,2200,汉,13000000003
桓荣,2200,汉,13000000003
许负,2200,汉,13000000003
王莽,2200,汉,13000000003
耿弇,2200,汉,13000000003
杜周,2200,汉,13000000003
坚镡,2200,汉,13000000003
刘仲,2200,汉,13000000003
桑弘羊,2200,汉,13000000003
姜诗,2200,汉,13000000003
霍光,2200,汉,13000000003
邓禹,2200,汉,13000000003
刘玄,2200,汉,13000000003
刘秀,2200,汉,13000000003
刘彻,2200,汉,13000000003
刘肥,2200,汉,13000000003
诸葛珪,2200,汉,13000000003
朱祐,2200,汉,13000000003
周勃,2200,汉,13000000003
汉顺帝,2200,汉,13000000003
汉成帝,2200,汉,13000000003
萧何,2200,汉,13000000003
曹腾,2200,汉,13000000003
赵飞燕,2200,汉,13000000003
吕产,2200,汉,13000000003
何进,2200,汉,13000000003
赵忠,2200,汉,13000000003
